city_a,city_b,country_a,country_b,iana_a,iana_b,overlap_jan_minutes,overlap_jul_minutes
Singapore,Tirana,Singapore,Albania,Asia/Singapore,Europe/Tirane,60,120
Singapore,Tokyo,Singapore,Japan,Asia/Singapore,Asia/Tokyo,420,420
Singapore,Toronto,Singapore,Canada,Asia/Singapore,America/Toronto,0,0
Singapore,Tunis,Singapore,Tunisia,Asia/Singapore,Africa/Tunis,60,60
Singapore,Turin,Singapore,Italy,Asia/Singapore,Europe/Rome,60,120
Singapore,Valencia,Singapore,Spain,Asia/Singapore,Europe/Madrid,60,120
Singapore,Vancouver,Singapore,Canada,Asia/Singapore,America/Vancouver,0,0
Singapore,Vienna,Singapore,Austria,Asia/Singapore,Europe/Vienna,60,120
Singapore,Warsaw,Singapore,Poland,Asia/Singapore,Europe/Warsaw,60,120
Singapore,Washington DC,Singapore,US,Asia/Singapore,America/New_York,0,0
Singapore,Wellington,Singapore,New Zealand,Asia/Singapore,Pacific/Auckland,180,240
Singapore,Wroclaw,Singapore,Poland,Asia/Singapore,Europe/Warsaw,60,120
Singapore,Wuhan,Singapore,China,Asia/Singapore,Asia/Shanghai,480,480
Singapore,Xiamen,Singapore,China,Asia/Singapore,Asia/Shanghai,480,480
Singapore,Xian,Singapore,China,Asia/Singapore,Asia/Shanghai,480,480
Singapore,Yangon,Singapore,Myanmar,Asia/Singapore,Asia/Yangon,390,390
Singapore,Yuzhno-Sakhalinsk,Singapore,Russia,Asia/Singapore,Asia/Sakhalin,300,300
Singapore,Zagreb,Singapore,Croatia,Asia/Singapore,Europe/Zagreb,60,120
Singapore,Zhengzhou,Singapore,China,Asia/Singapore,Asia/Shanghai,480,480
Singapore,Zurich,Singapore,Switzerland,Asia/Singapore,Europe/Zurich,60,120
Sofia,St Louis,Bulgaria,US,Europe/Sofia,America/Chicago,0,0
Sofia,St. John's,Bulgaria,Canada,Europe/Sofia,America/St_Johns,150,150
Sofia,Stockholm,Bulgaria,Sweden,Europe/Sofia,Europe/Stockholm,420,420
Sofia,Stuttgart,Bulgaria,Germany,Europe/Sofia,Europe/Berlin,420,420
Sofia,Surabaya,Bulgaria,Indonesia,Europe/Sofia,Asia/Jakarta,180,240
Sofia,Suva,Bulgaria,Fiji,Europe/Sofia,Pacific/Fiji,0,0
Sofia,Suzhou,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Sydney,Bulgaria,Australia,Europe/Sofia,Australia/Sydney,0,60
Sofia,Taipei,Bulgaria,Taiwan,Europe/Sofia,Asia/Taipei,120,180
Sofia,Taiyuan,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Tampa,Bulgaria,US,Europe/Sofia,America/New_York,60,60
Sofia,Tbilisi,Bulgaria,Georgia,Europe/Sofia,Asia/Tbilisi,360,420
Sofia,Tegucigalpa,Bulgaria,Honduras,Europe/Sofia,America/Tegucigalpa,0,0
Sofia,Tehran,Bulgaria,Iran,Europe/Sofia,Asia/Tehran,390,450
Sofia,Tel Aviv,Bulgaria,Israel,Europe/Sofia,Asia/Jerusalem,480,480
Sofia,Tianjin,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Tirana,Bulgaria,Albania,Europe/Sofia,Europe/Tirane,420,420
Sofia,Tokyo,Bulgaria,Japan,Europe/Sofia,Asia/Tokyo,60,120
Sofia,Toronto,Bulgaria,Canada,Europe/Sofia,America/Toronto,60,60
Sofia,Tunis,Bulgaria,Tunisia,Europe/Sofia,Africa/Tunis,420,360
Sofia,Turin,Bulgaria,Italy,Europe/Sofia,Europe/Rome,420,420
Sofia,Valencia,Bulgaria,Spain,Europe/Sofia,Europe/Madrid,420,420
Sofia,Vancouver,Bulgaria,Canada,Europe/Sofia,America/Vancouver,0,0
Sofia,Vienna,Bulgaria,Austria,Europe/Sofia,Europe/Vienna,420,420
Sofia,Warsaw,Bulgaria,Poland,Europe/Sofia,Europe/Warsaw,420,420
Sofia,Washington DC,Bulgaria,US,Europe/Sofia,America/New_York,60,60
Sofia,Wellington,Bulgaria,New Zealand,Europe/Sofia,Pacific/Auckland,0,0
Sofia,Wroclaw,Bulgaria,Poland,Europe/Sofia,Europe/Warsaw,420,420
Sofia,Wuhan,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Xiamen,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Xian,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Yangon,Bulgaria,Myanmar,Europe/Sofia,Asia/Yangon,210,270
Sofia,Yuzhno-Sakhalinsk,Bulgaria,Russia,Europe/Sofia,Asia/Sakhalin,0,0
Sofia,Zagreb,Bulgaria,Croatia,Europe/Sofia,Europe/Zagreb,420,420
Sofia,Zhengzhou,Bulgaria,China,Europe/Sofia,Asia/Shanghai,120,180
Sofia,Zurich,Bulgaria,Switzerland,Europe/Sofia,Europe/Zurich,420,420
St Louis,St. John's,US,Canada,America/Chicago,America/St_Johns,330,330
St Louis,Stockholm,US,Sweden,America/Chicago,Europe/Stockholm,60,60
St Louis,Stuttgart,US,Germany,America/Chicago,Europe/Berlin,60,60
St Louis,Surabaya,US,Indonesia,America/Chicago,Asia/Jakarta,0,0
St Louis,Suva,US,Fiji,America/Chicago,Pacific/Fiji,120,60
St Louis,Suzhou,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Sydney,US,Australia,America/Chicago,Australia/Sydney,60,0
St Louis,Taipei,US,Taiwan,America/Chicago,Asia/Taipei,0,0
St Louis,Taiyuan,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Tampa,US,US,America/Chicago,America/New_York,420,420
St Louis,Tbilisi,US,Georgia,America/Chicago,Asia/Tbilisi,0,0
St Louis,Tegucigalpa,US,Honduras,America/Chicago,America/Tegucigalpa,480,420
St Louis,Tehran,US,Iran,America/Chicago,Asia/Tehran,0,0
St Louis,Tel Aviv,US,Israel,America/Chicago,Asia/Jerusalem,0,0
St Louis,Tianjin,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Tirana,US,Albania,America/Chicago,Europe/Tirane,60,60
St Louis,Tokyo,US,Japan,America/Chicago,Asia/Tokyo,0,0
St Louis,Toronto,US,Canada,America/Chicago,America/Toronto,420,420
St Louis,Tunis,US,Tunisia,America/Chicago,Africa/Tunis,60,120
St Louis,Turin,US,Italy,America/Chicago,Europe/Rome,60,60
St Louis,Valencia,US,Spain,America/Chicago,Europe/Madrid,60,60
St Louis,Vancouver,US,Canada,America/Chicago,America/Vancouver,360,360
St Louis,Vienna,US,Austria,America/Chicago,Europe/Vienna,60,60
St Louis,Warsaw,US,Poland,America/Chicago,Europe/Warsaw,60,60
St Louis,Washington DC,US,US,America/Chicago,America/New_York,420,420
St Louis,Wellington,US,New Zealand,America/Chicago,Pacific/Auckland,180,60
St Louis,Wroclaw,US,Poland,America/Chicago,Europe/Warsaw,60,60
St Louis,Wuhan,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Xiamen,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Xian,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Yangon,US,Myanmar,America/Chicago,Asia/Yangon,0,0
St Louis,Yuzhno-Sakhalinsk,US,Russia,America/Chicago,Asia/Sakhalin,60,0
St Louis,Zagreb,US,Croatia,America/Chicago,Europe/Zagreb,60,60
St Louis,Zhengzhou,US,China,America/Chicago,Asia/Shanghai,0,0
St Louis,Zurich,US,Switzerland,America/Chicago,Europe/Zurich,60,60
St. John's,Stockholm,Canada,Sweden,America/St_Johns,Europe/Stockholm,210,210
St. John's,Stuttgart,Canada,Germany,America/St_Johns,Europe/Berlin,210,210
St. John's,Surabaya,Canada,Indonesia,America/St_Johns,Asia/Jakarta,0,0
St. John's,Suva,Canada,Fiji,America/St_Johns,Pacific/Fiji,0,0
St. John's,Suzhou,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Sydney,Canada,Australia,America/St_Johns,Australia/Sydney,0,0
St. John's,Taipei,Canada,Taiwan,America/St_Johns,Asia/Taipei,0,0
St. John's,Taiyuan,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Tampa,Canada,US,America/St_Johns,America/New_York,390,390
St. John's,Tbilisi,Canada,Georgia,America/St_Johns,Asia/Tbilisi,30,90
St. John's,Tegucigalpa,Canada,Honduras,America/St_Johns,America/Tegucigalpa,330,270
St. John's,Tehran,Canada,Iran,America/St_Johns,Asia/Tehran,60,120
St. John's,Tel Aviv,Canada,Israel,America/St_Johns,Asia/Jerusalem,150,150
St. John's,Tianjin,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Tirana,Canada,Albania,America/St_Johns,Europe/Tirane,210,210
St. John's,Tokyo,Canada,Japan,America/St_Johns,Asia/Tokyo,0,0
St. John's,Toronto,Canada,Canada,America/St_Johns,America/Toronto,390,390
St. John's,Tunis,Canada,Tunisia,America/St_Johns,Africa/Tunis,210,270
St. John's,Turin,Canada,Italy,America/St_Johns,Europe/Rome,210,210
St. John's,Valencia,Canada,Spain,America/St_Johns,Europe/Madrid,210,210
St. John's,Vancouver,Canada,Canada,America/St_Johns,America/Vancouver,210,210
St. John's,Vienna,Canada,Austria,America/St_Johns,Europe/Vienna,210,210
St. John's,Warsaw,Canada,Poland,America/St_Johns,Europe/Warsaw,210,210
St. John's,Washington DC,Canada,US,America/St_Johns,America/New_York,390,390
St. John's,Wellington,Canada,New Zealand,America/St_Johns,Pacific/Auckland,30,0
St. John's,Wroclaw,Canada,Poland,America/St_Johns,Europe/Warsaw,210,210
St. John's,Wuhan,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Xiamen,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Xian,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Yangon,Canada,Myanmar,America/St_Johns,Asia/Yangon,0,0
St. John's,Yuzhno-Sakhalinsk,Canada,Russia,America/St_Johns,Asia/Sakhalin,0,0
St. John's,Zagreb,Canada,Croatia,America/St_Johns,Europe/Zagreb,210,210
St. John's,Zhengzhou,Canada,China,America/St_Johns,Asia/Shanghai,0,0
St. John's,Zurich,Canada,Switzerland,America/St_Johns,Europe/Zurich,210,210
Stockholm,Stuttgart,Sweden,Germany,Europe/Stockholm,Europe/Berlin,480,480
Stockholm,Surabaya,Sweden,Indonesia,Europe/Stockholm,Asia/Jakarta,120,180
Stockholm,Suva,Sweden,Fiji,Europe/Stockholm,Pacific/Fiji,0,0
Stockholm,Suzhou,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Sydney,Sweden,Australia,Europe/Stockholm,Australia/Sydney,0,0
Stockholm,Taipei,Sweden,Taiwan,Europe/Stockholm,Asia/Taipei,60,120
Stockholm,Taiyuan,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Tampa,Sweden,US,Europe/Stockholm,America/New_York,120,120
Stockholm,Tbilisi,Sweden,Georgia,Europe/Stockholm,Asia/Tbilisi,300,360
Stockholm,Tegucigalpa,Sweden,Honduras,Europe/Stockholm,America/Tegucigalpa,60,0
Stockholm,Tehran,Sweden,Iran,Europe/Stockholm,Asia/Tehran,330,390
Stockholm,Tel Aviv,Sweden,Israel,Europe/Stockholm,Asia/Jerusalem,420,420
Stockholm,Tianjin,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Tirana,Sweden,Albania,Europe/Stockholm,Europe/Tirane,480,480
Stockholm,Tokyo,Sweden,Japan,Europe/Stockholm,Asia/Tokyo,0,60
Stockholm,Toronto,Sweden,Canada,Europe/Stockholm,America/Toronto,120,120
Stockholm,Tunis,Sweden,Tunisia,Europe/Stockholm,Africa/Tunis,480,420
Stockholm,Turin,Sweden,Italy,Europe/Stockholm,Europe/Rome,480,480
Stockholm,Valencia,Sweden,Spain,Europe/Stockholm,Europe/Madrid,480,480
Stockholm,Vancouver,Sweden,Canada,Europe/Stockholm,America/Vancouver,0,0
Stockholm,Vienna,Sweden,Austria,Europe/Stockholm,Europe/Vienna,480,480
Stockholm,Warsaw,Sweden,Poland,Europe/Stockholm,Europe/Warsaw,480,480
Stockholm,Washington DC,Sweden,US,Europe/Stockholm,America/New_York,120,120
Stockholm,Wellington,Sweden,New Zealand,Europe/Stockholm,Pacific/Auckland,0,0
Stockholm,Wroclaw,Sweden,Poland,Europe/Stockholm,Europe/Warsaw,480,480
Stockholm,Wuhan,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Xiamen,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Xian,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Yangon,Sweden,Myanmar,Europe/Stockholm,Asia/Yangon,150,210
Stockholm,Yuzhno-Sakhalinsk,Sweden,Russia,Europe/Stockholm,Asia/Sakhalin,0,0
Stockholm,Zagreb,Sweden,Croatia,Europe/Stockholm,Europe/Zagreb,480,480
Stockholm,Zhengzhou,Sweden,China,Europe/Stockholm,Asia/Shanghai,60,120
Stockholm,Zurich,Sweden,Switzerland,Europe/Stockholm,Europe/Zurich,480,480
Stuttgart,Surabaya,Germany,Indonesia,Europe/Berlin,Asia/Jakarta,120,180
Stuttgart,Suva,Germany,Fiji,Europe/Berlin,Pacific/Fiji,0,0
Stuttgart,Suzhou,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Sydney,Germany,Australia,Europe/Berlin,Australia/Sydney,0,0
Stuttgart,Taipei,Germany,Taiwan,Europe/Berlin,Asia/Taipei,60,120
Stuttgart,Taiyuan,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Tampa,Germany,US,Europe/Berlin,America/New_York,120,120
Stuttgart,Tbilisi,Germany,Georgia,Europe/Berlin,Asia/Tbilisi,300,360
Stuttgart,Tegucigalpa,Germany,Honduras,Europe/Berlin,America/Tegucigalpa,60,0
Stuttgart,Tehran,Germany,Iran,Europe/Berlin,Asia/Tehran,330,390
Stuttgart,Tel Aviv,Germany,Israel,Europe/Berlin,Asia/Jerusalem,420,420
Stuttgart,Tianjin,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Tirana,Germany,Albania,Europe/Berlin,Europe/Tirane,480,480
Stuttgart,Tokyo,Germany,Japan,Europe/Berlin,Asia/Tokyo,0,60
Stuttgart,Toronto,Germany,Canada,Europe/Berlin,America/Toronto,120,120
Stuttgart,Tunis,Germany,Tunisia,Europe/Berlin,Africa/Tunis,480,420
Stuttgart,Turin,Germany,Italy,Europe/Berlin,Europe/Rome,480,480
Stuttgart,Valencia,Germany,Spain,Europe/Berlin,Europe/Madrid,480,480
Stuttgart,Vancouver,Germany,Canada,Europe/Berlin,America/Vancouver,0,0
Stuttgart,Vienna,Germany,Austria,Europe/Berlin,Europe/Vienna,480,480
Stuttgart,Warsaw,Germany,Poland,Europe/Berlin,Europe/Warsaw,480,480
Stuttgart,Washington DC,Germany,US,Europe/Berlin,America/New_York,120,120
Stuttgart,Wellington,Germany,New Zealand,Europe/Berlin,Pacific/Auckland,0,0
Stuttgart,Wroclaw,Germany,Poland,Europe/Berlin,Europe/Warsaw,480,480
Stuttgart,Wuhan,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Xiamen,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Xian,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Yangon,Germany,Myanmar,Europe/Berlin,Asia/Yangon,150,210
Stuttgart,Yuzhno-Sakhalinsk,Germany,Russia,Europe/Berlin,Asia/Sakhalin,0,0
Stuttgart,Zagreb,Germany,Croatia,Europe/Berlin,Europe/Zagreb,480,480
Stuttgart,Zhengzhou,Germany,China,Europe/Berlin,Asia/Shanghai,60,120
Stuttgart,Zurich,Germany,Switzerland,Europe/Berlin,Europe/Zurich,480,480
Surabaya,Suva,Indonesia,Fiji,Asia/Jakarta,Pacific/Fiji,180,180
Surabaya,Suzhou,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Sydney,Indonesia,Australia,Asia/Jakarta,Australia/Sydney,240,300
Surabaya,Taipei,Indonesia,Taiwan,Asia/Jakarta,Asia/Taipei,420,420
Surabaya,Taiyuan,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Tampa,Indonesia,US,Asia/Jakarta,America/New_York,0,0
Surabaya,Tbilisi,Indonesia,Georgia,Asia/Jakarta,Asia/Tbilisi,300,300
Surabaya,Tegucigalpa,Indonesia,Honduras,Asia/Jakarta,America/Tegucigalpa,0,0
Surabaya,Tehran,Indonesia,Iran,Asia/Jakarta,Asia/Tehran,270,270
Surabaya,Tel Aviv,Indonesia,Israel,Asia/Jakarta,Asia/Jerusalem,180,240
Surabaya,Tianjin,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Tirana,Indonesia,Albania,Asia/Jakarta,Europe/Tirane,120,180
Surabaya,Tokyo,Indonesia,Japan,Asia/Jakarta,Asia/Tokyo,360,360
Surabaya,Toronto,Indonesia,Canada,Asia/Jakarta,America/Toronto,0,0
Surabaya,Tunis,Indonesia,Tunisia,Asia/Jakarta,Africa/Tunis,120,120
Surabaya,Turin,Indonesia,Italy,Asia/Jakarta,Europe/Rome,120,180
Surabaya,Valencia,Indonesia,Spain,Asia/Jakarta,Europe/Madrid,120,180
Surabaya,Vancouver,Indonesia,Canada,Asia/Jakarta,America/Vancouver,0,0
Surabaya,Vienna,Indonesia,Austria,Asia/Jakarta,Europe/Vienna,120,180
Surabaya,Warsaw,Indonesia,Poland,Asia/Jakarta,Europe/Warsaw,120,180
Surabaya,Washington DC,Indonesia,US,Asia/Jakarta,America/New_York,0,0
Surabaya,Wellington,Indonesia,New Zealand,Asia/Jakarta,Pacific/Auckland,120,180
Surabaya,Wroclaw,Indonesia,Poland,Asia/Jakarta,Europe/Warsaw,120,180
Surabaya,Wuhan,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Xiamen,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Xian,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Yangon,Indonesia,Myanmar,Asia/Jakarta,Asia/Yangon,450,450
Surabaya,Yuzhno-Sakhalinsk,Indonesia,Russia,Asia/Jakarta,Asia/Sakhalin,240,240
Surabaya,Zagreb,Indonesia,Croatia,Asia/Jakarta,Europe/Zagreb,120,180
Surabaya,Zhengzhou,Indonesia,China,Asia/Jakarta,Asia/Shanghai,420,420
Surabaya,Zurich,Indonesia,Switzerland,Asia/Jakarta,Europe/Zurich,120,180
Suva,Suzhou,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Sydney,Fiji,Australia,Pacific/Fiji,Australia/Sydney,420,360
Suva,Taipei,Fiji,Taiwan,Pacific/Fiji,Asia/Taipei,240,240
Suva,Taiyuan,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Tampa,Fiji,US,Pacific/Fiji,America/New_York,60,0
Suva,Tbilisi,Fiji,Georgia,Pacific/Fiji,Asia/Tbilisi,0,0
Suva,Tegucigalpa,Fiji,Honduras,Pacific/Fiji,America/Tegucigalpa,120,120
Suva,Tehran,Fiji,Iran,Pacific/Fiji,Asia/Tehran,0,0
Suva,Tel Aviv,Fiji,Israel,Pacific/Fiji,Asia/Jerusalem,0,0
Suva,Tianjin,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Tirana,Fiji,Albania,Pacific/Fiji,Europe/Tirane,0,0
Suva,Tokyo,Fiji,Japan,Pacific/Fiji,Asia/Tokyo,300,300
Suva,Toronto,Fiji,Canada,Pacific/Fiji,America/Toronto,60,0
Suva,Tunis,Fiji,Tunisia,Pacific/Fiji,Africa/Tunis,0,0
Suva,Turin,Fiji,Italy,Pacific/Fiji,Europe/Rome,0,0
Suva,Valencia,Fiji,Spain,Pacific/Fiji,Europe/Madrid,0,0
Suva,Vancouver,Fiji,Canada,Pacific/Fiji,America/Vancouver,240,180
Suva,Vienna,Fiji,Austria,Pacific/Fiji,Europe/Vienna,0,0
Suva,Warsaw,Fiji,Poland,Pacific/Fiji,Europe/Warsaw,0,0
Suva,Washington DC,Fiji,US,Pacific/Fiji,America/New_York,60,0
Suva,Wellington,Fiji,New Zealand,Pacific/Fiji,Pacific/Auckland,420,480
Suva,Wroclaw,Fiji,Poland,Pacific/Fiji,Europe/Warsaw,0,0
Suva,Wuhan,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Xiamen,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Xian,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Yangon,Fiji,Myanmar,Pacific/Fiji,Asia/Yangon,150,150
Suva,Yuzhno-Sakhalinsk,Fiji,Russia,Pacific/Fiji,Asia/Sakhalin,420,420
Suva,Zagreb,Fiji,Croatia,Pacific/Fiji,Europe/Zagreb,0,0
Suva,Zhengzhou,Fiji,China,Pacific/Fiji,Asia/Shanghai,240,240
Suva,Zurich,Fiji,Switzerland,Pacific/Fiji,Europe/Zurich,0,0
Suzhou,Sydney,China,Australia,Asia/Shanghai,Australia/Sydney,300,360
Suzhou,Taipei,China,Taiwan,Asia/Shanghai,Asia/Taipei,480,480
Suzhou,Taiyuan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Tampa,China,US,Asia/Shanghai,America/New_York,0,0
Suzhou,Tbilisi,China,Georgia,Asia/Shanghai,Asia/Tbilisi,240,240
Suzhou,Tegucigalpa,China,Honduras,Asia/Shanghai,America/Tegucigalpa,0,0
Suzhou,Tehran,China,Iran,Asia/Shanghai,Asia/Tehran,210,210
Suzhou,Tel Aviv,China,Israel,Asia/Shanghai,Asia/Jerusalem,120,180
Suzhou,Tianjin,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Tirana,China,Albania,Asia/Shanghai,Europe/Tirane,60,120
Suzhou,Tokyo,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Suzhou,Toronto,China,Canada,Asia/Shanghai,America/Toronto,0,0
Suzhou,Tunis,China,Tunisia,Asia/Shanghai,Africa/Tunis,60,60
Suzhou,Turin,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Suzhou,Valencia,China,Spain,Asia/Shanghai,Europe/Madrid,60,120
Suzhou,Vancouver,China,Canada,Asia/Shanghai,America/Vancouver,0,0
Suzhou,Vienna,China,Austria,Asia/Shanghai,Europe/Vienna,60,120
Suzhou,Warsaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Suzhou,Washington DC,China,US,Asia/Shanghai,America/New_York,0,0
Suzhou,Wellington,China,New Zealand,Asia/Shanghai,Pacific/Auckland,180,240
Suzhou,Wroclaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Suzhou,Wuhan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Xiamen,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Xian,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Yangon,China,Myanmar,Asia/Shanghai,Asia/Yangon,390,390
Suzhou,Yuzhno-Sakhalinsk,China,Russia,Asia/Shanghai,Asia/Sakhalin,300,300
Suzhou,Zagreb,China,Croatia,Asia/Shanghai,Europe/Zagreb,60,120
Suzhou,Zhengzhou,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Suzhou,Zurich,China,Switzerland,Asia/Shanghai,Europe/Zurich,60,120
Sydney,Taipei,Australia,Taiwan,Australia/Sydney,Asia/Taipei,300,360
Sydney,Taiyuan,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Tampa,Australia,US,Australia/Sydney,America/New_York,0,0
Sydney,Tbilisi,Australia,Georgia,Australia/Sydney,Asia/Tbilisi,60,120
Sydney,Tegucigalpa,Australia,Honduras,Australia/Sydney,America/Tegucigalpa,60,0
Sydney,Tehran,Australia,Iran,Australia/Sydney,Asia/Tehran,30,90
Sydney,Tel Aviv,Australia,Israel,Australia/Sydney,Asia/Jerusalem,0,60
Sydney,Tianjin,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Tirana,Australia,Albania,Australia/Sydney,Europe/Tirane,0,0
Sydney,Tokyo,Australia,Japan,Australia/Sydney,Asia/Tokyo,360,420
Sydney,Toronto,Australia,Canada,Australia/Sydney,America/Toronto,0,0
Sydney,Tunis,Australia,Tunisia,Australia/Sydney,Africa/Tunis,0,0
Sydney,Turin,Australia,Italy,Australia/Sydney,Europe/Rome,0,0
Sydney,Valencia,Australia,Spain,Australia/Sydney,Europe/Madrid,0,0
Sydney,Vancouver,Australia,Canada,Australia/Sydney,America/Vancouver,180,60
Sydney,Vienna,Australia,Austria,Australia/Sydney,Europe/Vienna,0,0
Sydney,Warsaw,Australia,Poland,Australia/Sydney,Europe/Warsaw,0,0
Sydney,Washington DC,Australia,US,Australia/Sydney,America/New_York,0,0
Sydney,Wellington,Australia,New Zealand,Australia/Sydney,Pacific/Auckland,360,360
Sydney,Wroclaw,Australia,Poland,Australia/Sydney,Europe/Warsaw,0,0
Sydney,Wuhan,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Xiamen,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Xian,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Yangon,Australia,Myanmar,Australia/Sydney,Asia/Yangon,210,270
Sydney,Yuzhno-Sakhalinsk,Australia,Russia,Australia/Sydney,Asia/Sakhalin,480,420
Sydney,Zagreb,Australia,Croatia,Australia/Sydney,Europe/Zagreb,0,0
Sydney,Zhengzhou,Australia,China,Australia/Sydney,Asia/Shanghai,300,360
Sydney,Zurich,Australia,Switzerland,Australia/Sydney,Europe/Zurich,0,0
Taipei,Taiyuan,Taiwan,China,Asia/Taipei,Asia/Shanghai,480,480
Taipei,Tampa,Taiwan,US,Asia/Taipei,America/New_York,0,0
Taipei,Tbilisi,Taiwan,Georgia,Asia/Taipei,Asia/Tbilisi,240,240
Taipei,Tegucigalpa,Taiwan,Honduras,Asia/Taipei,America/Tegucigalpa,0,0
Taipei,Tehran,Taiwan,Iran,Asia/Taipei,Asia/Tehran,210,210
Taipei,Tel Aviv,Taiwan,Israel,Asia/Taipei,Asia/Jerusalem,120,180
Taipei,Tianjin,Taiwan,China,Asia/Taipei,Asia/Shanghai,480,480
Taipei,Tirana,Taiwan,Albania,Asia/Taipei,Europe/Tirane,60,120
Taipei,Tokyo,Taiwan,Japan,Asia/Taipei,Asia/Tokyo,420,420
Taipei,Toronto,Taiwan,Canada,Asia/Taipei,America/Toronto,0,0
Taipei,Tunis,Taiwan,Tunisia,Asia/Taipei,Africa/Tunis,60,60
Taipei,Turin,Taiwan,Italy,Asia/Taipei,Europe/Rome,60,120
Taipei,Valencia,Taiwan,Spain,Asia/Taipei,Europe/Madrid,60,120
Taipei,Vancouver,Taiwan,Canada,Asia/Taipei,America/Vancouver,0,0
Taipei,Vienna,Taiwan,Austria,Asia/Taipei,Europe/Vienna,60,120
Taipei,Warsaw,Taiwan,Poland,Asia/Taipei,Europe/Warsaw,60,120
Taipei,Washington DC,Taiwan,US,Asia/Taipei,America/New_York,0,0
Taipei,Wellington,Taiwan,New Zealand,Asia/Taipei,Pacific/Auckland,180,240
Taipei,Wroclaw,Taiwan,Poland,Asia/Taipei,Europe/Warsaw,60,120
Taipei,Wuhan,Taiwan,China,Asia/Taipei,Asia/Shanghai,480,480
Taipei,Xiamen,Taiwan,China,Asia/Taipei,Asia/Shanghai,480,480
Taipei,Xian,Taiwan,China,Asia/Taipei,Asia/Shanghai,480,480
